$MOCA Stakers Top List
Generated on: 2025-07-14 23:29:52
Contract Address: 0x9a98E6B60784634AE273F2FB84519C7F1885AeD2
Token Name: $MOCA
Total Staked: 295,922,713.01 $MOCA
Contract Paused: False
Total Stakers: 2616

Rank | Wallet Address | Staked Balance ($MOCA)
848 | 0x06b7b476059854D158b7F378B8f0108583e69e1b | 29,756.75 $MOCA
849 | 0x257ddF57f8F1A18F010b5a5ADbF1E5556c359928 | 29,574.93 $MOCA
850 | 0x5a48985d24e637E8e733Cb0a077DB8d0A086aEE4 | 29,547.80 $MOCA
851 | 0xeDF9a04061784f0826c147D9357B2Bea356d2f8D | 29,537.09 $MOCA
852 | 0xCAc8408337A887B4b7E62C9C86a78E7c0f4C05f9 | 29,338.20 $MOCA
853 | 0x54319e41AfFD0211FE22c34C2c7FE3905f87CF75 | 29,308.96 $MOCA
854 | 0xf5381c5E1DCDBD8204c167C91D968008D4f438f3 | 29,240.45 $MOCA
855 | 0x5d4350a8d6B54516D115CaDeCAbA3CF10D601f3F | 29,166.49 $MOCA
856 | 0xeaA7E99C43b46d0fEC7Ff5636a6F951d47D61Dba | 29,162.75 $MOCA
857 | 0xe2F468a40d806f9eFBbf154f6e2C938a6965f7B6 | 29,156.67 $MOCA
858 | 0xc1342cD1c184B32d9E4948F94d218c0662A40208 | 29,152.78 $MOCA
859 | 0x7c1Bd128605107E003a8C1Ccba44CBcBb7df2Dca | 29,149.98 $MOCA
860 | 0xcB3b259cB4cFFa3b4efBAa738F0722c5d91e1Eb0 | 29,000.89 $MOCA
861 | 0x766Cc1EfF7B1a1007824b7B5603ca49621d1Ed29 | 28,817.43 $MOCA
862 | 0x817feb0D63851B7F11B16c04CB8DB7826D4f8FD2 | 28,707.29 $MOCA
863 | 0x47eFA06855B712ea57254B6aA256e8D58e4E87ab | 28,650.13 $MOCA
864 | 0x7F1095aFDFa5eaFd35f2397926D953D097BEd2FD | 28,601.68 $MOCA
865 | 0x17Cc649D529A8bf11949da057685c5184e1ca419 | 28,580.56 $MOCA
866 | 0x8B23478348128A04c50CA7B52127eE96Da417fA7 | 28,277.33 $MOCA
867 | 0x611471Bc56a47c85AA4f16b109CB2a2D0be6854D | 28,167.57 $MOCA
868 | 0x70Efd0ef4343ACd2A335EcB90F8b0f6FB24b006c | 28,062.47 $MOCA
869 | 0x72f6CB984A74FF8f2bb1BA07bfc70a73ED1bcAa9 | 27,986.97 $MOCA
870 | 0x005a191AB8001EFec30a836554997448Ee273C39 | 27,924.33 $MOCA
871 | 0xF7CD1499aC017526Fa67D2B6659e24A6939fa09a | 27,897.70 $MOCA
872 | 0xEFa5A56EdCB3D5505BCE8Ca159c72aB3AEE7a82C | 27,753.99 $MOCA
873 | 0x71980D680c40F8758bFA741680660ad8c0490762 | 27,483.39 $MOCA
874 | 0x658657771DAcCF462EB3De671828B253855730e2 | 27,464.08 $MOCA
875 | 0xaa209e32d511CA712f0ED3345F3Dc1F108751590 | 27,398.03 $MOCA
876 | 0x2932066decB21a148dFDc14Dce32259D5FC0D5Cd | 27,350.00 $MOCA
877 | 0x414d9dD34E4224Dc4d10d809Ea2A8f6825245E09 | 27,267.74 $MOCA
878 | 0x132b8C117e7259cce69d92cd86065e583F6228BA | 27,242.34 $MOCA
879 | 0x0d94BAD44B99290B5ea3875CF045BD37D819D1b7 | 27,152.65 $MOCA
880 | 0xf28cB097c02CFBf091Ad34A13297D37679df7c6c | 26,980.80 $MOCA
881 | 0x940c15d3D86c67D0f28BE566ec2351c51dD5E9EA | 26,838.32 $MOCA
882 | 0xf271fCa7f2896C43DB0251676c5bfC61e6e51042 | 26,797.87 $MOCA
883 | 0x694EE79D003cc2600F1e0682A91Ab6CBCa21dF99 | 26,780.39 $MOCA
884 | 0x1FB457E39CAb76424060046e94bEF858451A7981 | 26,777.02 $MOCA
885 | 0x621DDE05992b0b3A6969C233bb5a580f13Dc3f42 | 26,375.92 $MOCA
886 | 0x0e0cb27f2a4A3562afb541064A3862321037920C | 26,260.60 $MOCA
887 | 0x083B9af25d380597e189ABd4BFC2E7617882be07 | 26,131.72 $MOCA
888 | 0x00DEcC3312fFA9bCdD2F2b85BCa073abA746B2b0 | 26,130.98 $MOCA
889 | 0x79F8d13E0650a5f05E14c5bF93B5839FA94D4Dfa | 25,921.40 $MOCA
890 | 0x2266E997A7eB807B94aAE1790fdc372936e05A84 | 25,887.70 $MOCA
891 | 0x6dfF15531A98356A3d1c1b9c3e825D9F1ffaDca8 | 25,886.44 $MOCA
892 | 0xF7FbeEF3c939B6535a23635CbD192EDcBFFa8C95 | 25,835.28 $MOCA
893 | 0x429c970f5556b78f2516117d1a7d49b51C2C2278 | 25,747.30 $MOCA
894 | 0xE2dc9300A8f13f6e4Da19b007b5AE68c471014f0 | 25,695.08 $MOCA
895 | 0x8E641Fa9DF0c830dd58b30c2F03eF059bB1d37CC | 25,622.37 $MOCA
896 | 0x70aF6Be4435A982E99735B1B65Cac0e7EAdAb68D | 25,558.91 $MOCA
897 | 0xD2dB0437Ce97450Aa3b5dA33DB820F44b7505c6e | 25,546.13 $MOCA
898 | 0x37f6FFF914D3bEd2898DE41247A2f7E0e370fA63 | 25,504.68 $MOCA
899 | 0x5370A21Cc3502f01B487934c37E3363644ad53E6 | 25,465.05 $MOCA
900 | 0x6fAAD1Da4c1d08e082fAa46d1bDDB865ec21a89D | 25,080.00 $MOCA
901 | 0x72D2678627d3EB4626b34199AfCFC3c080A67cFd | 25,027.28 $MOCA
902 | 0x337e3644A167127cd6cAc742b394498a4C16890c | 25,016.60 $MOCA
903 | 0x20Bb8555EECAc05c0CdCb0307fcCE03000D57B46 | 25,004.62 $MOCA
904 | 0xb1B523af6A9084fe77e64daA48ac176Aa56287a6 | 25,000.44 $MOCA
905 | 0xc71B2C6b22b64C281555dE040B6079E6322913d3 | 25,000.00 $MOCA
906 | 0xF66Cce6121abb300DEcfb75FFd23f915f54c888B | 25,000.00 $MOCA
907 | 0x1fD252771bc2dfd38EC774EFEEB3c6Ab7E8E535B | 25,000.00 $MOCA
908 | 0x84dcCfB3F3e044229fa00e216E2829725579D97f | 24,984.42 $MOCA
909 | 0x2ee42248515E55119aA0CC695b575451A77Ce0F8 | 24,964.39 $MOCA
910 | 0x2A90c8BA96D0f0FC8e869C36017Ce094097fb261 | 24,922.88 $MOCA
911 | 0x1a396b00630F0A9ef98966a3527999A21e462968 | 24,801.79 $MOCA
912 | 0x59689cA27fA1D7A0d78965a9095e6A82B8E9bEbC | 24,675.99 $MOCA
913 | 0x3728985B757f42916e3D7fA743f5F3fc7f541F09 | 24,636.46 $MOCA
914 | 0xFa6EDd871b4b7551aa48AC5D00649eAD9aA7DB96 | 24,544.28 $MOCA
915 | 0xC16E4010EC07A4D22D35EDAB336E004A802Dc3E3 | 24,528.53 $MOCA
916 | 0x930620fBFb82f836B6204b81b78129bB3154Ab92 | 24,523.96 $MOCA
917 | 0x9a1EB61d2730984E7051830842C2b5dc722df907 | 24,488.60 $MOCA
918 | 0x98dC187d8E97EFBf63478767EB7f3f795359800c | 24,376.54 $MOCA
919 | 0xC8385Cf3A34625E141bC7CdE937C6657200Df4b8 | 24,313.09 $MOCA
920 | 0xA5c9e114B40cfB70f769ef915aFA190fd25Ab1D3 | 24,268.33 $MOCA
921 | 0xf747bF5960AEC780bE13f797a1e27e47A241B421 | 24,217.32 $MOCA
922 | 0x95F3472a948dE61c69B2E0fCA1F64b45e47985AC | 24,195.16 $MOCA
923 | 0x896708579b9F37BF409f1C88840Cc7595A9949ad | 24,191.50 $MOCA
924 | 0x5a56BD4f262dD5F011a3550B1B6C8A08baACEA23 | 24,078.06 $MOCA
925 | 0x1602E644d80036EE566E7893BCE6009FE63dB47a | 24,060.63 $MOCA
926 | 0xc354b08E5b5FD1a9d2aEC1E453bC8f36fA481cbf | 24,060.15 $MOCA
927 | 0x7e810F5a77C5C163cCa291053507Fa618EfF5BD8 | 24,000.00 $MOCA
928 | 0x069Ef4634cC8D0A83203C53011bC721CFDE7FD9C | 23,834.94 $MOCA
929 | 0x43C5b2bBe9b9123CD066cdc24d54bc35DE56b2D7 | 23,824.52 $MOCA
930 | 0x1CF53b1D2Ae50026a712F588a639d100e1dA544E | 23,800.66 $MOCA
931 | 0xA294549208622678f461B756bA66E426F6CB1f97 | 23,643.52 $MOCA
932 | 0x6e472DCCc798C5e1c501986f70C2DECCe3D788C4 | 23,605.54 $MOCA
933 | 0xcC0E876967C6f7d72162b489545fdAb6f2b2f848 | 23,568.04 $MOCA
934 | 0x3aE883d95FBA398115C4A6f88fB976BBA10956b2 | 23,540.64 $MOCA
935 | 0x039388Abb04c2285096317dA3cBA7b7F5a31e705 | 23,536.46 $MOCA
936 | 0xF500F2370744c6D62F7aD5d62a568D0eD2886662 | 23,404.58 $MOCA
937 | 0x3dBC93AEcD50e485ecD2Dd6DBE73d1eC19A4d839 | 23,329.06 $MOCA
938 | 0x2b038d4BC7c1C1C3a9e388bf5e817aCDcCa32D34 | 23,296.22 $MOCA
939 | 0x127E238C42D91Fa81c5DF6a844EB9804bF6C7360 | 23,112.16 $MOCA
940 | 0x26940fAfe6bb8BE577Ff80a6316Eb5fc2db5f7A2 | 23,067.71 $MOCA
941 | 0xd8B1823e5Cb3a06357b0978a736bA8E75Dba0300 | 22,791.11 $MOCA
942 | 0xc30bc645fb114CCB9f6A67802271977AF82228e5 | 22,762.91 $MOCA
943 | 0x5205D8Fe8bBE8E30b7f39AD77899F393a0F537F2 | 22,649.07 $MOCA
944 | 0xD5c4cecc72E9c63e55D7fc5CD358d8B1D1839e79 | 22,631.43 $MOCA
945 | 0x9283B44A6E4b5C12aD3Ed2A56dFF38D4496E2506 | 22,455.92 $MOCA
946 | 0x632e4F1CD0b7C0371007f2C45B94FcBBF66234e3 | 22,415.89 $MOCA
947 | 0x1149D87207067D87b4E906bd1b558a36bf8f5Ba4 | 22,403.45 $MOCA
948 | 0x330Bce303d27Df0eb1b856Da3464278DB1DB1aC5 | 22,386.07 $MOCA
949 | 0xF0074d056D005C0696e699Ef5312111750835885 | 22,267.05 $MOCA
950 | 0xB50335724Fc3C33151D50FAD2Af5634460e0B932 | 22,224.08 $MOCA
951 | 0x4d108FC1D0cD7C14d85996599D6C3215A92a5c47 | 22,211.20 $MOCA
952 | 0xd8453f4940b3C9D9EE376a0DB42b13EFE63bd54C | 22,168.49 $MOCA
953 | 0x4787722c09E11BeF451A65c4f59d47510FF0B78a | 22,163.78 $MOCA
954 | 0x1Df24002b5f063e4301eCE7DbcdDb45F9A7E5DBD | 22,114.80 $MOCA
955 | 0xfA7bf1Aab9a4ecac20351dC156AfAb9EAD222e7a | 22,101.07 $MOCA
956 | 0x70f0711E75b46DDA3568999Ed59687587d92EE86 | 22,077.88 $MOCA
957 | 0x9215F1c627b6B025769F1e9033a231DfA077E6E3 | 21,989.86 $MOCA
958 | 0x65eEd8D8F900eAC4a656B86c31EC568B8ed6aAC9 | 21,957.28 $MOCA
959 | 0xe90c6A7F4DCC65DA809d2dD48293124d89C3bF98 | 21,879.05 $MOCA
960 | 0x80B6FCb3A21651dB29F5Fa1ee5b0Cc401c40EBa2 | 21,818.17 $MOCA
961 | 0x2032EddeD931634c7b637E796c39Dc2Eaea20828 | 21,722.34 $MOCA
962 | 0xaFEb2b170956Ea9a8717bFD19bA84d13632570ED | 21,610.95 $MOCA
963 | 0x1e9f01efeecc1d88769C7A56ffC182414930417A | 21,593.80 $MOCA
964 | 0x72d70c5f24D6B8488ECDDc0BC59435cE08fBaff1 | 21,549.80 $MOCA
965 | 0xf9f9f29f4c5b43F9566BCC91f9CceBfC7D40e099 | 21,473.74 $MOCA
966 | 0xbbD7C7eD32b7BEaEE771267Fec909529813ccb85 | 21,335.03 $MOCA
967 | 0x549E6260A11cC1542FD7D51FA4C9d67729e2F721 | 21,233.09 $MOCA
968 | 0x3E921b20F620c790aC4b00c9A9a70b1f670Fdd0E | 21,215.74 $MOCA
969 | 0x22cdD532FE55fabFd48E3D098E59b0D5853452fA | 21,124.79 $MOCA
970 | 0x354D25BB83cdaad837853eDf5A8395833a81b93A | 21,003.76 $MOCA
971 | 0x9cF6ca6b193e344eB29255C8Ee078F9B39db12e0 | 21,000.52 $MOCA
972 | 0x29e61fcAa0BAC224531cFd4350a1AB2E26c11202 | 20,849.72 $MOCA
973 | 0xd4D9FeC4A558560c9Bb7125371d619d72e3687Fa | 20,808.91 $MOCA
974 | 0xa4a2FfE1538f429e8D5a21AdAb35085f680B1a4A | 20,727.28 $MOCA
975 | 0x907074670c081DfffBdEF0bBA8B42d55b92Fbd3f | 20,713.78 $MOCA
976 | 0xe0b2A5594266585558d3A88cB3299e721524641E | 20,711.62 $MOCA
977 | 0xb6582be2F210A497987f413D7a17E38be6DB238A | 20,706.45 $MOCA
978 | 0x1e4E4efB257806CCbcA0Db3958B088D9622c0031 | 20,684.98 $MOCA
979 | 0x2CBAE16f9237757BC18C89F04E80ba9ba36d2dfD | 20,677.73 $MOCA
980 | 0x87AFaA198117496bCe792B6A5DE3b33ba7cAc73f | 20,622.94 $MOCA
981 | 0x11277bE067530692bA6523f53A075B826C967c97 | 20,621.10 $MOCA
982 | 0xF090865C932778cC5c5dB9ABfd97b6f79F69a270 | 20,618.18 $MOCA
983 | 0xB3879A35Dbd1CbfF2141ECf99f54E3fB1D32b3Ec | 20,392.19 $MOCA
984 | 0xfC07788758623A12c681F76121466fFc9E1dcefA | 20,307.25 $MOCA
985 | 0x904cC22450E6BD0b012e2Ab84683900Fd065fA90 | 20,272.89 $MOCA
986 | 0x5d6F3d0c92D0564151357B0863E55e9ed4631b8d | 20,234.78 $MOCA
987 | 0x604D9574b5cBd31b141A8EF20454A2aAEA2e644B | 20,206.90 $MOCA
988 | 0xf59d174a282D54c81D898c8d48213B17Dc145cC3 | 20,196.26 $MOCA
989 | 0x0562AD27E011D48E0ba39fB8b09334430c804861 | 20,182.86 $MOCA
990 | 0x24a940522b701b138aB40A61fCCC2b8630d00725 | 20,172.71 $MOCA
991 | 0x310f8aE022C455f16e1dDfEeC3a2F2614889c57E | 20,122.66 $MOCA
992 | 0xca4E59b27A25ae74fC4346Cf1B49481EaC4654b0 | 20,122.65 $MOCA
993 | 0xE447C96F74F35B3d64dE969F74cd8B8de266F68B | 20,104.38 $MOCA
994 | 0x31210DE9A816E21E7e5875827EA15bF15ce12381 | 20,098.69 $MOCA
995 | 0xb0Da308141fd213cc90EEBc6339B5dE604A5Be3E | 20,059.67 $MOCA
996 | 0x2B343A3A9B563796cE6EBcE6B52a834c90f623BD | 20,048.39 $MOCA
997 | 0x3d4c730C61D1d267f7d4CCE149F910bb962EaB1D | 20,022.19 $MOCA
998 | 0x392b0B4B2fB56F12512DFC8Ad9f5C9643DFeAb45 | 20,000.92 $MOCA
999 | 0xdF6cfb8D1D0D367729edcA570d30143287761612 | 20,000.28 $MOCA
1000 | 0x0180Bd56393851a46fab05Ae627FB574DaDB5049 | 20,000.11 $MOCA
1001 | 0x9796887A49F411b79D0aF891120337c6Ecf736aC | 20,000.00 $MOCA
1002 | 0xA216208daB8AEbA66080129Db856F4A84F0f809a | 20,000.00 $MOCA
1003 | 0x7b89CEC7b0d77c9140Eb28368930f77FfC0c0a3A | 20,000.00 $MOCA
1004 | 0xf2a7BE2d334Db950B8e490Def5412827eac8494c | 20,000.00 $MOCA
1005 | 0xFeA9FCbE9f6Aa0b8BB3037FCEE8c0aD2bF6B4388 | 20,000.00 $MOCA
1006 | 0x1E815579BA6E5239edE5dc29a099c43105Eaf949 | 19,945.63 $MOCA
1007 | 0xC70E8E0B9fA496bA409c96881580A41E34BB8c37 | 19,871.22 $MOCA
1008 | 0xa5eb68Ac79d63D72452Dd8A13496788e6454E3D8 | 19,797.33 $MOCA
1009 | 0x4bB28c9Dc060b4963CB320E50Df0286Db95773bF | 19,750.52 $MOCA
1010 | 0x9acfDd5CB048Bdf57A219F3d9DCfF2Dc101EC31F | 19,609.49 $MOCA
1011 | 0x1bE9477296b1919E5E5ABbc7a7417D573f78445e | 19,589.55 $MOCA
1012 | 0x4aa70E35E3b905597F5441ddd2371A1DC4e316A2 | 19,369.61 $MOCA
1013 | 0xA1266943f956e65A7DaFCc5fa3f688a9986Fbc64 | 19,369.61 $MOCA
1014 | 0x3714022949b0EF84CbE0E225eFa64D4f30543304 | 19,349.03 $MOCA
1015 | 0x1584dF90Cb8FFDA66D0D3B6b64Ef7BFbDcA191B8 | 19,286.21 $MOCA
1016 | 0xEF23992de844b95a42036b54F1E5B8F8a3557FbE | 19,276.55 $MOCA
1017 | 0x03EAC231F6eBA11B5e39985763c6Dd5180a2032D | 19,273.75 $MOCA
1018 | 0x8A51F57f8bF10cfc4b09A7Af600bA23c0495316e | 19,235.55 $MOCA
1019 | 0x266F7FCf4a989f4799dD8E10872a5b39a91ca0dD | 19,210.57 $MOCA
1020 | 0x0a966D8a4602E8C30B8d285136536cFa3963620d | 19,113.52 $MOCA
1021 | 0xc27eb79F94462A2B4620A270c588EA79461cede0 | 19,096.81 $MOCA
1022 | 0x2897220823965b28BCB9D7fB3a215Be633E377B4 | 19,060.96 $MOCA
1023 | 0xd942060156896a877DFCB5a5466c552C87d928F3 | 19,032.76 $MOCA
1024 | 0xeAe7Fa2a61e651f09c2318a975396AEC146A4094 | 19,017.05 $MOCA
1025 | 0x5da4023419357D87e1d12c6133861fd903834Ac3 | 19,009.01 $MOCA
1026 | 0x5Ca3Db52F7B79D3dFB27C77e7539AEB49f439697 | 18,999.65 $MOCA
1027 | 0x3A06C6Fb5B0051Edd9A1E3628d458B4A33Ea6425 | 18,987.60 $MOCA
1028 | 0x1FeD84485b7fCB8fFA660647EAD4EF26B88ABb6F | 18,980.39 $MOCA
1029 | 0x93546b932a7513FcBA43B9aFaf8c6BECA683F951 | 18,958.35 $MOCA
1030 | 0xAC56Ccc93c6712842906812258B061216d795103 | 18,958.35 $MOCA
1031 | 0xC2C62561d061D157662e8Fd0De8eD58353Bd36D4 | 18,958.35 $MOCA
1032 | 0x54372B62E7fF64e7BC00Ad96c1E9d357E56627c9 | 18,958.35 $MOCA
1033 | 0xA23Cf4364e21015Aff03Bcac70095112603dC9ae | 18,958.35 $MOCA
1034 | 0x3d919b968991332Dd5556f3d558D91da90B54233 | 18,918.28 $MOCA
1035 | 0xbBFE803caAa3c497f362E995312f02069ff1E4e5 | 18,917.05 $MOCA
1036 | 0x8802719Ea260B4b75B07e63AD4DE0e83C8c557d0 | 18,917.05 $MOCA
1037 | 0xEd9d1D0695ad0b6E8f68cC43baF2bf485169E0e3 | 18,844.00 $MOCA
1038 | 0xc7e4b724825F6D689347b7391d86b75E4dAC1557 | 18,721.01 $MOCA
1039 | 0x47Fb706c58ded159af9672Bb6f69284B791e0116 | 18,693.74 $MOCA
1040 | 0xc275a101d7314b4B77a76029a26b67cE76aD886e | 18,665.61 $MOCA
1041 | 0x37264aeE430026C3f89858F41db3F8c54f4b3940 | 18,572.50 $MOCA
1042 | 0x1D633b09ccbeee11601cDD606B3cF196b0B864FC | 18,535.18 $MOCA
1043 | 0xE2A26d5174b133AbC4B338DF1B07295f03A4c85e | 18,450.07 $MOCA
1044 | 0x16825A416727fF60095E6109C285ba883dde28A7 | 18,419.09 $MOCA
1045 | 0x830b6A98559B57eA9bA9b3F73Ac7fCA4594458E1 | 18,392.68 $MOCA
1046 | 0x2d3735E7619c6684d33e1729094B83B4946f4e0c | 18,336.98 $MOCA
1047 | 0x3c2Aa5167342B42C82d45E38Ed94D5093243bC26 | 18,301.46 $MOCA
1048 | 0x89843DbB99b0d65B15f487a899B526C341C7E859 | 18,153.69 $MOCA
1049 | 0x33094A50A0e29A22a2DAd090006fE27E3A2f0deb | 18,140.88 $MOCA
1050 | 0x06a1D9A9Ab8849Df575DB1b30E8F4Cc1df6E5Ed6 | 18,036.60 $MOCA
1051 | 0x9B61FF69925ac36aeDC47BbC361279a72861A552 | 18,000.05 $MOCA
1052 | 0x1Fe42a479127CbC99B1bF47607Fc678008ce6608 | 17,911.29 $MOCA
1053 | 0x5eFE6f57f51c40Cb5Ee4Fd8e9335742E51E9Fee6 | 17,670.28 $MOCA
1054 | 0xdf18a1Fba13D9b19A8e18f6F51BaA29A787f177a | 17,558.67 $MOCA
1055 | 0x3B25afA3CFDa254f2A38f145f98Ba9cF288BC4DC | 17,373.43 $MOCA
1056 | 0x5f9928C70b299fA78F2cB93244D2C2883AF57d4f | 17,307.24 $MOCA
1057 | 0xEe0972D136847EC7a473675c8039cECB655F83bA | 17,302.41 $MOCA
1058 | 0xb9076Ac54D4059661a24Ff1831E8719A98eB8FC7 | 17,287.42 $MOCA
1059 | 0x5196173a39B027EA6b967E1fee462AFbA41d117c | 17,200.45 $MOCA
1060 | 0x22B2215bba4ee47F2c4633645Ccc1a20e9d77Cf3 | 17,188.51 $MOCA
1061 | 0x535FBC3Ff90CA4F070b809158337F012d78D4819 | 17,000.00 $MOCA
1062 | 0xDD8621EfFA35F86F26FBFB2e202D30E67ffA6480 | 16,980.05 $MOCA
1063 | 0xeE9eaBeAce8900633f84Be31F818174b8F4d32cA | 16,937.20 $MOCA
1064 | 0xc58d1d95e8e5709CfecA104c16881F186236E94d | 16,835.02 $MOCA
1065 | 0x8227CD1705c82917cF1dBb39443f3838DC8919FA | 16,810.32 $MOCA
1066 | 0xC05Bf45b410880F802CEB8eb68416af2708e264e | 16,737.94 $MOCA
1067 | 0xCD96DaC79761A956236505F008DEEa48147578A2 | 16,595.92 $MOCA
1068 | 0xdCcF29fa0f10922F6284441193b0192d361101d4 | 16,468.38 $MOCA
1069 | 0x60d157fE1bdFD93815C9BfA7793bc9899f2f3F87 | 16,466.77 $MOCA
1070 | 0xB088B26642f03d923E00F1791A361b47Ed384Ada | 16,409.99 $MOCA
1071 | 0xF4C942eE218FcFf25097e6A1c48269a6b5397663 | 16,376.20 $MOCA
1072 | 0xd1C10adB63f3edc91c46aFf2EbE16b2ec686cd75 | 16,136.87 $MOCA
1073 | 0x5D50F5120492C4818C816b65Fbd066822657A3ca | 16,134.28 $MOCA
1074 | 0xc90c4c8e3700a8325Bed88d7ab82866A507b3584 | 16,084.98 $MOCA
1075 | 0xCB89A4FC1c8BeE87ABcB9819C43B7A3ce4eB067D | 16,038.81 $MOCA
1076 | 0x679BBa972c03b871722025327fb864AB8ECb0F99 | 16,020.04 $MOCA
1077 | 0x377b47c64Ba221262BAE64711593950e8c96E7D4 | 16,011.43 $MOCA
1078 | 0x6a73BdE3B61880b3EC2A2d69782cC63763bE4B2E | 16,000.00 $MOCA
1079 | 0x5C693fD2d00e0729F59924d979EaC65C7576A84e | 15,966.57 $MOCA
1080 | 0x696C705D28a0DE605cA1809Dae1A6151F2221DeB | 15,947.11 $MOCA
1081 | 0xc0766C2F0AA7a535ced7BC91428aAfE06e35c62E | 15,920.30 $MOCA
1082 | 0xb1c5Ec4aac5dbA3B65511228819229C04cb5f4F3 | 15,904.73 $MOCA
1083 | 0xB62e1762A22644a5AEEb800E7a0dBBD4a8E7e775 | 15,898.18 $MOCA
1084 | 0xd0214b7e8a7821A5Cb07024Bc00D64ece8Cc1067 | 15,855.05 $MOCA
1085 | 0xd8698428b089B968E22D78DdF2ADc9594b6AA646 | 15,845.20 $MOCA
1086 | 0xAF8A28D57fc450d9FE49c0f2439eF9Cc8286C4e1 | 15,815.75 $MOCA
1087 | 0xc754a5F6D5D3E9b5F23DDb20D23f9d99806CBf6e | 15,765.23 $MOCA
1088 | 0x9e7eBf3dB816fe8B3Ac1E17aE3D6a9BD6D8c01f8 | 15,672.19 $MOCA
1089 | 0x28bBaD4cbF7264c0c550bd1414222515059fa9b9 | 15,616.61 $MOCA
1090 | 0xa35Ff068D98b6F78B64bD3C1169b026b0f3fe0a7 | 15,604.50 $MOCA
1091 | 0xDE97158D9ce4C2A14738c49CE72e5Bb35617AE53 | 15,581.54 $MOCA
1092 | 0xC96be42D3491C873d127553661856CaC4A932076 | 15,453.39 $MOCA
1093 | 0x4c4C2108e450978C9B006990f888907a7Ed8D55C | 15,417.91 $MOCA
1094 | 0x0cFbD81274d7d1Bd8a1c1EE995250948Cb345b22 | 15,417.91 $MOCA
1095 | 0xaAaC34d30d6938787c653AAfB922bc20bFa9C512 | 15,417.91 $MOCA
1096 | 0x133C597bd23f62056BCd4c681D94136676150096 | 15,410.81 $MOCA
1097 | 0x97cd5D72037fd93d14903B389259E997bDf55449 | 15,407.20 $MOCA
1098 | 0x2e29ec52ebE058f57b1a775813A54fbd8D10ab4f | 15,403.72 $MOCA
1099 | 0x2F543396E6165241b0045F725006D254f7015cc5 | 15,403.72 $MOCA
1100 | 0xbbBA64EE92A6221d67263Cb920A6D61C90F594cA | 15,370.89 $MOCA
1101 | 0xBA33B703d3226147384354adbEaA7C830ba258B9 | 15,361.14 $MOCA
1102 | 0xD3BCDdcc3bAaA50370C93E7B69527c744A62758D | 15,325.00 $MOCA
1103 | 0xedA4B0cb9507d69b3CE45C86d199a62CB474514B | 15,290.18 $MOCA
1104 | 0xc5C3D36c83ff20645340526233A83044D4C2Be83 | 15,250.44 $MOCA
1105 | 0x17164F73AC245fEFC527d03453e9b16f083543f4 | 15,142.58 $MOCA
1106 | 0xD48c43F46Ad5b2B6881257A625118A049cBf5F70 | 15,139.78 $MOCA
1107 | 0xa4963E7d8aCfF0B052f5B63274b7F08d0F6b0735 | 15,119.86 $MOCA
1108 | 0x9b45876729435fE28e2ce467F2d56ce43ab14988 | 15,039.99 $MOCA
1109 | 0xDC87165102F13bCeCb76E8f7b443FDd41D642817 | 15,036.64 $MOCA
1110 | 0x39B75e5F74f533ff0146794a16009165f956eF82 | 15,000.55 $MOCA
1111 | 0x6f4f923eD335740e0B787055C5621De92C0Ca717 | 15,000.00 $MOCA
1112 | 0xba3C3701dd3e9Fe38706f03bf988542b2509D52E | 15,000.00 $MOCA
1113 | 0xb31ACB5F30f0119a5C52D321C455f19f01D982dC | 15,000.00 $MOCA
1114 | 0x781d0457477ebaDA1A92662EEB93ECDea47C5ce0 | 15,000.00 $MOCA
1115 | 0x2ef3BC1afBEB7558734f402b6F2f168262EF6e74 | 14,992.56 $MOCA
1116 | 0xB85Ddbf4ad35aBB714a46a0F9efE658bec457693 | 14,980.32 $MOCA
1117 | 0x6AEdeDf45B68EC8Ac77777231829DC1D3C7B9aB7 | 14,949.55 $MOCA
1118 | 0x40ECd840C7aDC46A0E9d21868B65B898ad2C5F46 | 14,922.09 $MOCA
1119 | 0xF45c804f9da2f90D4F9d87a82a0261670bfaA134 | 14,892.09 $MOCA
1120 | 0xD14E7031D794A01BC241e606ed4De4456254209f | 14,887.70 $MOCA
1121 | 0x3d84c4a27D3d345B6B26d120d37DC014b2C7a48B | 14,881.24 $MOCA
1122 | 0x2f024B3EcCfE52150E55A147Ff4b3fC8640871B5 | 14,860.27 $MOCA
1123 | 0xABB5956Dc8d468a24d1880c60BCF6E5c23F40Caf | 14,719.17 $MOCA
1124 | 0xcE8FE36b59905155365db534696b977Cdb432528 | 14,691.65 $MOCA
1125 | 0x18494DF6F2a24B245493ECe76140F862703FaF30 | 14,679.58 $MOCA
1126 | 0x0e6Dae2b274757Ae0F302E66b9D64deae81A8695 | 14,675.29 $MOCA
1127 | 0x79745Ee64bbF7564C43F5B440051785020625667 | 14,542.79 $MOCA
1128 | 0xF40a594ca7a114E0f9a039Cca476c9E4A784102A | 14,523.89 $MOCA
1129 | 0x2ef50C0E4E32737c2514b59ECc8f3c511368B609 | 14,509.77 $MOCA
1130 | 0x4734b2959255864FF84Cc5931B8953e80c245ae1 | 14,499.32 $MOCA
1131 | 0x7aE751282566654d8C9573aA4601cB72c122b148 | 14,423.10 $MOCA
